"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","MSDIAL_AHexBRS","[M+NH4]+","1","2","RT_min","RT_max","Comment","RT at Max Intensity","MSDIAL_AHexBRS","[M+NH4]+","1","2","RT_min","RT_max","Comment","Number of Scans","MSDIAL_AHexBRS","[M+NH4]+","1","2","RT_min","RT_max","Comment","Max Intensity","MSDIAL_AHexBRS","[M+NH4]+","1","2","RT_min","RT_max","Comment","Average m/z","MSDIAL_AHexBRS","[M+NH4]+","1","2","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","MSDIAL_AHexBRS","[M+NH4]+","1","2","RT_min","RT_max","Comment"
"","MSDIAL_ST 28:2;O;Hex;FA 8:0;[M+NH4]+;CCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(C)C(C)C)C(O)C(O)C1O;WSVYCKAYKFRIMW-UHFFFAOYNA-N;C42H70O7",0,0,0,"14.748925","15.048925","10583","","MSDIAL_ST 28:2;O;Hex;FA 8:0;[M+NH4]+;CCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(C)C(C)C)C(O)C(O)C1O;WSVYCKAYKFRIMW-UHFFFAOYNA-N;C42H70O7",0,0,0,"14.748925","15.048925","10583","","MSDIAL_ST 28:2;O;Hex;FA 8:0;[M+NH4]+;CCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(C)C(C)C)C(O)C(O)C1O;WSVYCKAYKFRIMW-UHFFFAOYNA-N;C42H70O7",0,0,0,"14.748925","15.048925","10583","","MSDIAL_ST 28:2;O;Hex;FA 8:0;[M+NH4]+;CCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(C)C(C)C)C(O)C(O)C1O;WSVYCKAYKFRIMW-UHFFFAOYNA-N;C42H70O7",0,0,0,"14.748925","15.048925","10583","","MSDIAL_ST 28:2;O;Hex;FA 8:0;[M+NH4]+;CCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(C)C(C)C)C(O)C(O)C1O;WSVYCKAYKFRIMW-UHFFFAOYNA-N;C42H70O7",0,0,0,"14.748925","15.048925","10583","","MSDIAL_ST 28:2;O;Hex;FA 8:0;[M+NH4]+;CCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(C)C(C)C)C(O)C(O)C1O;WSVYCKAYKFRIMW-UHFFFAOYNA-N;C42H70O7","704.54598","381.3516","704.5460","14.748925","15.048925","10583"
"","MSDIAL_ST 28:2;O;Hex;FA 21:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(C)C(C)C)C(O)C(O)C1O;GLIFFCMPKHWBQR-UHFFFAOYNA-N;C55H96O7",0,0,0,"11.0936611111111","11.3936611111111","3151","","MSDIAL_ST 28:2;O;Hex;FA 21:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(C)C(C)C)C(O)C(O)C1O;GLIFFCMPKHWBQR-UHFFFAOYNA-N;C55H96O7",0,0,0,"11.0936611111111","11.3936611111111","3151","","MSDIAL_ST 28:2;O;Hex;FA 21:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(C)C(C)C)C(O)C(O)C1O;GLIFFCMPKHWBQR-UHFFFAOYNA-N;C55H96O7",0,0,0,"11.0936611111111","11.3936611111111","3151","","MSDIAL_ST 28:2;O;Hex;FA 21:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(C)C(C)C)C(O)C(O)C1O;GLIFFCMPKHWBQR-UHFFFAOYNA-N;C55H96O7",0,0,0,"11.0936611111111","11.3936611111111","3151","","MSDIAL_ST 28:2;O;Hex;FA 21:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(C)C(C)C)C(O)C(O)C1O;GLIFFCMPKHWBQR-UHFFFAOYNA-N;C55H96O7",0,0,0,"11.0936611111111","11.3936611111111","3151","","MSDIAL_ST 28:2;O;Hex;FA 21:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(C)C(C)C)C(O)C(O)C1O;GLIFFCMPKHWBQR-UHFFFAOYNA-N;C55H96O7","886.74943","381.3516","886.7495","11.0936611111111","11.3936611111111","3151"
"","MSDIAL_ST 28:2;O;Hex;FA 21:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(C)C(C)C)C(O)C(O)C1O;GLIFFCMPKHWBQR-UHFFFAOYNA-N;C55H96O7",0,0,0,"11.2989545454545","11.5989545454545","9360","","MSDIAL_ST 28:2;O;Hex;FA 21:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(C)C(C)C)C(O)C(O)C1O;GLIFFCMPKHWBQR-UHFFFAOYNA-N;C55H96O7",0,0,0,"11.2989545454545","11.5989545454545","9360","","MSDIAL_ST 28:2;O;Hex;FA 21:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(C)C(C)C)C(O)C(O)C1O;GLIFFCMPKHWBQR-UHFFFAOYNA-N;C55H96O7",0,0,0,"11.2989545454545","11.5989545454545","9360","","MSDIAL_ST 28:2;O;Hex;FA 21:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(C)C(C)C)C(O)C(O)C1O;GLIFFCMPKHWBQR-UHFFFAOYNA-N;C55H96O7",0,0,0,"11.2989545454545","11.5989545454545","9360","","MSDIAL_ST 28:2;O;Hex;FA 21:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(C)C(C)C)C(O)C(O)C1O;GLIFFCMPKHWBQR-UHFFFAOYNA-N;C55H96O7",0,0,0,"11.2989545454545","11.5989545454545","9360","","MSDIAL_ST 28:2;O;Hex;FA 21:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(C)C(C)C)C(O)C(O)C1O;GLIFFCMPKHWBQR-UHFFFAOYNA-N;C55H96O7","886.74943","381.3516","886.7495","11.2989545454545","11.5989545454545","9360"
"","MSDIAL_ST 28:2;O;Hex;FA 21:1;[M+NH4]+;CCCCCCCCC\C=C/CCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(C)C(C)C)C(O)C(O)C1O;ZMPJMXIDEKFOFZ-IOZPMLLSNA-N;C55H94O7",0,0,0,"11.8747236111111","12.1747236111111","2107","","MSDIAL_ST 28:2;O;Hex;FA 21:1;[M+NH4]+;CCCCCCCCC\C=C/CCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(C)C(C)C)C(O)C(O)C1O;ZMPJMXIDEKFOFZ-IOZPMLLSNA-N;C55H94O7",0,0,0,"11.8747236111111","12.1747236111111","2107","","MSDIAL_ST 28:2;O;Hex;FA 21:1;[M+NH4]+;CCCCCCCCC\C=C/CCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(C)C(C)C)C(O)C(O)C1O;ZMPJMXIDEKFOFZ-IOZPMLLSNA-N;C55H94O7",0,0,0,"11.8747236111111","12.1747236111111","2107","","MSDIAL_ST 28:2;O;Hex;FA 21:1;[M+NH4]+;CCCCCCCCC\C=C/CCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(C)C(C)C)C(O)C(O)C1O;ZMPJMXIDEKFOFZ-IOZPMLLSNA-N;C55H94O7",0,0,0,"11.8747236111111","12.1747236111111","2107","","MSDIAL_ST 28:2;O;Hex;FA 21:1;[M+NH4]+;CCCCCCCCC\C=C/CCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(C)C(C)C)C(O)C(O)C1O;ZMPJMXIDEKFOFZ-IOZPMLLSNA-N;C55H94O7",0,0,0,"11.8747236111111","12.1747236111111","2107","","MSDIAL_ST 28:2;O;Hex;FA 21:1;[M+NH4]+;CCCCCCCCC\C=C/CCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(C)C(C)C)C(O)C(O)C1O;ZMPJMXIDEKFOFZ-IOZPMLLSNA-N;C55H94O7","884.73378","381.3516","884.7338","11.8747236111111","12.1747236111111","2107"
"","MSDIAL_ST 28:2;O;Hex;FA 21:1;[M+NH4]+;CCCCCCCCC\C=C/CCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(C)C(C)C)C(O)C(O)C1O;ZMPJMXIDEKFOFZ-IOZPMLLSNA-N;C55H94O7",0,0,0,"12.5407621212121","12.8407621212121","4568","","MSDIAL_ST 28:2;O;Hex;FA 21:1;[M+NH4]+;CCCCCCCCC\C=C/CCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(C)C(C)C)C(O)C(O)C1O;ZMPJMXIDEKFOFZ-IOZPMLLSNA-N;C55H94O7",0,0,0,"12.5407621212121","12.8407621212121","4568","","MSDIAL_ST 28:2;O;Hex;FA 21:1;[M+NH4]+;CCCCCCCCC\C=C/CCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(C)C(C)C)C(O)C(O)C1O;ZMPJMXIDEKFOFZ-IOZPMLLSNA-N;C55H94O7",0,0,0,"12.5407621212121","12.8407621212121","4568","","MSDIAL_ST 28:2;O;Hex;FA 21:1;[M+NH4]+;CCCCCCCCC\C=C/CCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(C)C(C)C)C(O)C(O)C1O;ZMPJMXIDEKFOFZ-IOZPMLLSNA-N;C55H94O7",0,0,0,"12.5407621212121","12.8407621212121","4568","","MSDIAL_ST 28:2;O;Hex;FA 21:1;[M+NH4]+;CCCCCCCCC\C=C/CCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(C)C(C)C)C(O)C(O)C1O;ZMPJMXIDEKFOFZ-IOZPMLLSNA-N;C55H94O7",0,0,0,"12.5407621212121","12.8407621212121","4568","","MSDIAL_ST 28:2;O;Hex;FA 21:1;[M+NH4]+;CCCCCCCCC\C=C/CCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(C)C(C)C)C(O)C(O)C1O;ZMPJMXIDEKFOFZ-IOZPMLLSNA-N;C55H94O7","884.73378","381.3516","884.7338","12.5407621212121","12.8407621212121","4568"
"","MSDIAL_ST 28:2;O;Hex;FA 21:1;[M+NH4]+;CCCCCCCCC\C=C/CCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(C)C(C)C)C(O)C(O)C1O;ZMPJMXIDEKFOFZ-IOZPMLLSNA-N;C55H94O7",0,0,0,"11.0694138888889","11.3694138888889","8921","","MSDIAL_ST 28:2;O;Hex;FA 21:1;[M+NH4]+;CCCCCCCCC\C=C/CCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(C)C(C)C)C(O)C(O)C1O;ZMPJMXIDEKFOFZ-IOZPMLLSNA-N;C55H94O7",0,0,0,"11.0694138888889","11.3694138888889","8921","","MSDIAL_ST 28:2;O;Hex;FA 21:1;[M+NH4]+;CCCCCCCCC\C=C/CCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(C)C(C)C)C(O)C(O)C1O;ZMPJMXIDEKFOFZ-IOZPMLLSNA-N;C55H94O7",0,0,0,"11.0694138888889","11.3694138888889","8921","","MSDIAL_ST 28:2;O;Hex;FA 21:1;[M+NH4]+;CCCCCCCCC\C=C/CCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(C)C(C)C)C(O)C(O)C1O;ZMPJMXIDEKFOFZ-IOZPMLLSNA-N;C55H94O7",0,0,0,"11.0694138888889","11.3694138888889","8921","","MSDIAL_ST 28:2;O;Hex;FA 21:1;[M+NH4]+;CCCCCCCCC\C=C/CCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(C)C(C)C)C(O)C(O)C1O;ZMPJMXIDEKFOFZ-IOZPMLLSNA-N;C55H94O7",0,0,0,"11.0694138888889","11.3694138888889","8921","","MSDIAL_ST 28:2;O;Hex;FA 21:1;[M+NH4]+;CCCCCCCCC\C=C/CCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(C)C(C)C)C(O)C(O)C1O;ZMPJMXIDEKFOFZ-IOZPMLLSNA-N;C55H94O7","884.73378","381.3516","884.7338","11.0694138888889","11.3694138888889","8921"
"","MSDIAL_ST 28:2;O;Hex;FA 21:1;[M+NH4]+;CCCCCCCCC\C=C/CCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(C)C(C)C)C(O)C(O)C1O;ZMPJMXIDEKFOFZ-IOZPMLLSNA-N;C55H94O7",0,0,0,"10.3556625","10.6556625","10106","","MSDIAL_ST 28:2;O;Hex;FA 21:1;[M+NH4]+;CCCCCCCCC\C=C/CCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(C)C(C)C)C(O)C(O)C1O;ZMPJMXIDEKFOFZ-IOZPMLLSNA-N;C55H94O7",0,0,0,"10.3556625","10.6556625","10106","","MSDIAL_ST 28:2;O;Hex;FA 21:1;[M+NH4]+;CCCCCCCCC\C=C/CCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(C)C(C)C)C(O)C(O)C1O;ZMPJMXIDEKFOFZ-IOZPMLLSNA-N;C55H94O7",0,0,0,"10.3556625","10.6556625","10106","","MSDIAL_ST 28:2;O;Hex;FA 21:1;[M+NH4]+;CCCCCCCCC\C=C/CCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(C)C(C)C)C(O)C(O)C1O;ZMPJMXIDEKFOFZ-IOZPMLLSNA-N;C55H94O7",0,0,0,"10.3556625","10.6556625","10106","","MSDIAL_ST 28:2;O;Hex;FA 21:1;[M+NH4]+;CCCCCCCCC\C=C/CCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(C)C(C)C)C(O)C(O)C1O;ZMPJMXIDEKFOFZ-IOZPMLLSNA-N;C55H94O7",0,0,0,"10.3556625","10.6556625","10106","","MSDIAL_ST 28:2;O;Hex;FA 21:1;[M+NH4]+;CCCCCCCCC\C=C/CCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(C)C(C)C)C(O)C(O)C1O;ZMPJMXIDEKFOFZ-IOZPMLLSNA-N;C55H94O7","884.73378","381.3516","884.7338","10.3556625","10.6556625","10106"
"","MSDIAL_ST 28:2;O;Hex;FA 21:1;[M+NH4]+;CCCCCCCCC\C=C/CCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(C)C(C)C)C(O)C(O)C1O;ZMPJMXIDEKFOFZ-IOZPMLLSNA-N;C55H94O7",0,0,0,"10.4491236111111","10.7491236111111","15412","","MSDIAL_ST 28:2;O;Hex;FA 21:1;[M+NH4]+;CCCCCCCCC\C=C/CCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(C)C(C)C)C(O)C(O)C1O;ZMPJMXIDEKFOFZ-IOZPMLLSNA-N;C55H94O7",0,0,0,"10.4491236111111","10.7491236111111","15412","","MSDIAL_ST 28:2;O;Hex;FA 21:1;[M+NH4]+;CCCCCCCCC\C=C/CCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(C)C(C)C)C(O)C(O)C1O;ZMPJMXIDEKFOFZ-IOZPMLLSNA-N;C55H94O7",0,0,0,"10.4491236111111","10.7491236111111","15412","","MSDIAL_ST 28:2;O;Hex;FA 21:1;[M+NH4]+;CCCCCCCCC\C=C/CCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(C)C(C)C)C(O)C(O)C1O;ZMPJMXIDEKFOFZ-IOZPMLLSNA-N;C55H94O7",0,0,0,"10.4491236111111","10.7491236111111","15412","","MSDIAL_ST 28:2;O;Hex;FA 21:1;[M+NH4]+;CCCCCCCCC\C=C/CCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(C)C(C)C)C(O)C(O)C1O;ZMPJMXIDEKFOFZ-IOZPMLLSNA-N;C55H94O7",0,0,0,"10.4491236111111","10.7491236111111","15412","","MSDIAL_ST 28:2;O;Hex;FA 21:1;[M+NH4]+;CCCCCCCCC\C=C/CCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(C)C(C)C)C(O)C(O)C1O;ZMPJMXIDEKFOFZ-IOZPMLLSNA-N;C55H94O7","884.73378","381.3516","884.7338","10.4491236111111","10.7491236111111","15412"
"","MSDIAL_ST 28:2;O;Hex;FA 21:2;[M+NH4]+;CCCCCC\C=C/C\C=C/CCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(C)C(C)C)C(O)C(O)C1O;ODAHGXOEYDMLQO-DMMDXMEBNA-N;C55H92O7",0,0,0,"11.29205","11.59205","5040","","MSDIAL_ST 28:2;O;Hex;FA 21:2;[M+NH4]+;CCCCCC\C=C/C\C=C/CCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(C)C(C)C)C(O)C(O)C1O;ODAHGXOEYDMLQO-DMMDXMEBNA-N;C55H92O7",0,0,0,"11.29205","11.59205","5040","","MSDIAL_ST 28:2;O;Hex;FA 21:2;[M+NH4]+;CCCCCC\C=C/C\C=C/CCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(C)C(C)C)C(O)C(O)C1O;ODAHGXOEYDMLQO-DMMDXMEBNA-N;C55H92O7",0,0,0,"11.29205","11.59205","5040","","MSDIAL_ST 28:2;O;Hex;FA 21:2;[M+NH4]+;CCCCCC\C=C/C\C=C/CCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(C)C(C)C)C(O)C(O)C1O;ODAHGXOEYDMLQO-DMMDXMEBNA-N;C55H92O7",0,0,0,"11.29205","11.59205","5040","","MSDIAL_ST 28:2;O;Hex;FA 21:2;[M+NH4]+;CCCCCC\C=C/C\C=C/CCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(C)C(C)C)C(O)C(O)C1O;ODAHGXOEYDMLQO-DMMDXMEBNA-N;C55H92O7",0,0,0,"11.29205","11.59205","5040","","MSDIAL_ST 28:2;O;Hex;FA 21:2;[M+NH4]+;CCCCCC\C=C/C\C=C/CCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(C)C(C)C)C(O)C(O)C1O;ODAHGXOEYDMLQO-DMMDXMEBNA-N;C55H92O7","882.71813","381.3516","882.7181","11.29205","11.59205","5040"
"","MSDIAL_ST 28:2;O;Hex;FA 22:1;[M+NH4]+;CCCCCCCC\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(C)C(C)C)C(O)C(O)C1O;LXCZNQHLBHKEJC-QBRYLCFTNA-N;C56H96O7",0,0,0,"12.1834045454545","12.4834045454545","9832","","MSDIAL_ST 28:2;O;Hex;FA 22:1;[M+NH4]+;CCCCCCCC\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(C)C(C)C)C(O)C(O)C1O;LXCZNQHLBHKEJC-QBRYLCFTNA-N;C56H96O7",0,0,0,"12.1834045454545","12.4834045454545","9832","","MSDIAL_ST 28:2;O;Hex;FA 22:1;[M+NH4]+;CCCCCCCC\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(C)C(C)C)C(O)C(O)C1O;LXCZNQHLBHKEJC-QBRYLCFTNA-N;C56H96O7",0,0,0,"12.1834045454545","12.4834045454545","9832","","MSDIAL_ST 28:2;O;Hex;FA 22:1;[M+NH4]+;CCCCCCCC\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(C)C(C)C)C(O)C(O)C1O;LXCZNQHLBHKEJC-QBRYLCFTNA-N;C56H96O7",0,0,0,"12.1834045454545","12.4834045454545","9832","","MSDIAL_ST 28:2;O;Hex;FA 22:1;[M+NH4]+;CCCCCCCC\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(C)C(C)C)C(O)C(O)C1O;LXCZNQHLBHKEJC-QBRYLCFTNA-N;C56H96O7",0,0,0,"12.1834045454545","12.4834045454545","9832","","MSDIAL_ST 28:2;O;Hex;FA 22:1;[M+NH4]+;CCCCCCCC\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(C)C(C)C)C(O)C(O)C1O;LXCZNQHLBHKEJC-QBRYLCFTNA-N;C56H96O7","898.74943","381.3516","898.7495","12.1834045454545","12.4834045454545","9832"
"","MSDIAL_ST 28:2;O;Hex;FA 23:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(C)C(C)C)C(O)C(O)C1O;ZLMDMYKUGKMBBT-UHFFFAOYNA-N;C57H100O7",0,0,0,"12.9613541666667","13.2613541666667","881","","MSDIAL_ST 28:2;O;Hex;FA 23:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(C)C(C)C)C(O)C(O)C1O;ZLMDMYKUGKMBBT-UHFFFAOYNA-N;C57H100O7",0,0,0,"12.9613541666667","13.2613541666667","881","","MSDIAL_ST 28:2;O;Hex;FA 23:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(C)C(C)C)C(O)C(O)C1O;ZLMDMYKUGKMBBT-UHFFFAOYNA-N;C57H100O7",0,0,0,"12.9613541666667","13.2613541666667","881","","MSDIAL_ST 28:2;O;Hex;FA 23:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(C)C(C)C)C(O)C(O)C1O;ZLMDMYKUGKMBBT-UHFFFAOYNA-N;C57H100O7",0,0,0,"12.9613541666667","13.2613541666667","881","","MSDIAL_ST 28:2;O;Hex;FA 23:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(C)C(C)C)C(O)C(O)C1O;ZLMDMYKUGKMBBT-UHFFFAOYNA-N;C57H100O7",0,0,0,"12.9613541666667","13.2613541666667","881","","MSDIAL_ST 28:2;O;Hex;FA 23:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(C)C(C)C)C(O)C(O)C1O;ZLMDMYKUGKMBBT-UHFFFAOYNA-N;C57H100O7","914.78073","381.3516","914.7807","12.9613541666667","13.2613541666667","881"
