"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","MSDIAL_HexCer_HS","[M+H]+","1","2","3","4","5","6","7","8","RT_min","RT_max","Comment","RT at Max Intensity","MSDIAL_HexCer_HS","[M+H]+","1","2","3","4","5","6","7","8","RT_min","RT_max","Comment","Number of Scans","MSDIAL_HexCer_HS","[M+H]+","1","2","3","4","5","6","7","8","RT_min","RT_max","Comment","Max Intensity","MSDIAL_HexCer_HS","[M+H]+","1","2","3","4","5","6","7","8","RT_min","RT_max","Comment","Average m/z","MSDIAL_HexCer_HS","[M+H]+","1","2","3","4","5","6","7","8","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","MSDIAL_HexCer_HS","[M+H]+","1","2","3","4","5","6","7","8","RT_min","RT_max","Comment"
"","MSDIAL_HexCer 16:2;2O/16:2;O;[M+H]+;CCCCCCCC\C=C/C\C=C/CC(O)C(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)\C=C\CC\C=C\CCCCCCC;GWPJHXDEOBOANM-IMTKLRFONA-N;C38H67NO9",0,0,0,0,0,0,0,0,0,"13.0036388888889","13.3036388888889","14588","","MSDIAL_HexCer 16:2;2O/16:2;O;[M+H]+;CCCCCCCC\C=C/C\C=C/CC(O)C(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)\C=C\CC\C=C\CCCCCCC;GWPJHXDEOBOANM-IMTKLRFONA-N;C38H67NO9",0,0,0,0,0,0,0,0,0,"13.0036388888889","13.3036388888889","14588","","MSDIAL_HexCer 16:2;2O/16:2;O;[M+H]+;CCCCCCCC\C=C/C\C=C/CC(O)C(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)\C=C\CC\C=C\CCCCCCC;GWPJHXDEOBOANM-IMTKLRFONA-N;C38H67NO9",0,0,0,0,0,0,0,0,0,"13.0036388888889","13.3036388888889","14588","","MSDIAL_HexCer 16:2;2O/16:2;O;[M+H]+;CCCCCCCC\C=C/C\C=C/CC(O)C(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)\C=C\CC\C=C\CCCCCCC;GWPJHXDEOBOANM-IMTKLRFONA-N;C38H67NO9",0,0,0,0,0,0,0,0,0,"13.0036388888889","13.3036388888889","14588","","MSDIAL_HexCer 16:2;2O/16:2;O;[M+H]+;CCCCCCCC\C=C/C\C=C/CC(O)C(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)\C=C\CC\C=C\CCCCCCC;GWPJHXDEOBOANM-IMTKLRFONA-N;C38H67NO9",0,0,0,0,0,0,0,0,0,"13.0036388888889","13.3036388888889","14588","","MSDIAL_HexCer 16:2;2O/16:2;O;[M+H]+;CCCCCCCC\C=C/C\C=C/CC(O)C(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)\C=C\CC\C=C\CCCCCCC;GWPJHXDEOBOANM-IMTKLRFONA-N;C38H67NO9","682.48886","664.4783","484.4149","234.2216","502.4254"," 682.4888","472.4149","222.2216","252.2322","13.0036388888889","13.3036388888889","14588"
"","MSDIAL_HexCer 16:2;2O/16:2;O;[M+H]+;CCCCCCCC\C=C/C\C=C/CC(O)C(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)\C=C\CC\C=C\CCCCCCC;GWPJHXDEOBOANM-IMTKLRFONA-N;C38H67NO9",0,0,0,0,0,0,0,0,0,"10.3497555555556","10.6497555555556","14651","","MSDIAL_HexCer 16:2;2O/16:2;O;[M+H]+;CCCCCCCC\C=C/C\C=C/CC(O)C(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)\C=C\CC\C=C\CCCCCCC;GWPJHXDEOBOANM-IMTKLRFONA-N;C38H67NO9",0,0,0,0,0,0,0,0,0,"10.3497555555556","10.6497555555556","14651","","MSDIAL_HexCer 16:2;2O/16:2;O;[M+H]+;CCCCCCCC\C=C/C\C=C/CC(O)C(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)\C=C\CC\C=C\CCCCCCC;GWPJHXDEOBOANM-IMTKLRFONA-N;C38H67NO9",0,0,0,0,0,0,0,0,0,"10.3497555555556","10.6497555555556","14651","","MSDIAL_HexCer 16:2;2O/16:2;O;[M+H]+;CCCCCCCC\C=C/C\C=C/CC(O)C(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)\C=C\CC\C=C\CCCCCCC;GWPJHXDEOBOANM-IMTKLRFONA-N;C38H67NO9",0,0,0,0,0,0,0,0,0,"10.3497555555556","10.6497555555556","14651","","MSDIAL_HexCer 16:2;2O/16:2;O;[M+H]+;CCCCCCCC\C=C/C\C=C/CC(O)C(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)\C=C\CC\C=C\CCCCCCC;GWPJHXDEOBOANM-IMTKLRFONA-N;C38H67NO9",0,0,0,0,0,0,0,0,0,"10.3497555555556","10.6497555555556","14651","","MSDIAL_HexCer 16:2;2O/16:2;O;[M+H]+;CCCCCCCC\C=C/C\C=C/CC(O)C(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)\C=C\CC\C=C\CCCCCCC;GWPJHXDEOBOANM-IMTKLRFONA-N;C38H67NO9","682.48886","664.4783","484.4149","234.2216","502.4254"," 682.4888","472.4149","222.2216","252.2322","10.3497555555556","10.6497555555556","14651"
"","MSDIAL_HexCer 16:2;2O/16:2;O;[M+H]+;CCCCCCCC\C=C/C\C=C/CC(O)C(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)\C=C\CC\C=C\CCCCCCC;GWPJHXDEOBOANM-IMTKLRFONA-N;C38H67NO9",0,0,0,0,0,0,0,0,0,"9.9681236111111","10.2681236111111","14770","","MSDIAL_HexCer 16:2;2O/16:2;O;[M+H]+;CCCCCCCC\C=C/C\C=C/CC(O)C(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)\C=C\CC\C=C\CCCCCCC;GWPJHXDEOBOANM-IMTKLRFONA-N;C38H67NO9",0,0,0,0,0,0,0,0,0,"9.9681236111111","10.2681236111111","14770","","MSDIAL_HexCer 16:2;2O/16:2;O;[M+H]+;CCCCCCCC\C=C/C\C=C/CC(O)C(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)\C=C\CC\C=C\CCCCCCC;GWPJHXDEOBOANM-IMTKLRFONA-N;C38H67NO9",0,0,0,0,0,0,0,0,0,"9.9681236111111","10.2681236111111","14770","","MSDIAL_HexCer 16:2;2O/16:2;O;[M+H]+;CCCCCCCC\C=C/C\C=C/CC(O)C(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)\C=C\CC\C=C\CCCCCCC;GWPJHXDEOBOANM-IMTKLRFONA-N;C38H67NO9",0,0,0,0,0,0,0,0,0,"9.9681236111111","10.2681236111111","14770","","MSDIAL_HexCer 16:2;2O/16:2;O;[M+H]+;CCCCCCCC\C=C/C\C=C/CC(O)C(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)\C=C\CC\C=C\CCCCCCC;GWPJHXDEOBOANM-IMTKLRFONA-N;C38H67NO9",0,0,0,0,0,0,0,0,0,"9.9681236111111","10.2681236111111","14770","","MSDIAL_HexCer 16:2;2O/16:2;O;[M+H]+;CCCCCCCC\C=C/C\C=C/CC(O)C(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)\C=C\CC\C=C\CCCCCCC;GWPJHXDEOBOANM-IMTKLRFONA-N;C38H67NO9","682.48886","664.4783","484.4149","234.2216","502.4254"," 682.4888","472.4149","222.2216","252.2322","9.9681236111111","10.2681236111111","14770"
"","MSDIAL_HexCer 16:2;2O/16:2;O;[M+H]+;CCCCCCCC\C=C/C\C=C/CC(O)C(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)\C=C\CC\C=C\CCCCCCC;GWPJHXDEOBOANM-IMTKLRFONA-N;C38H67NO9",0,0,0,0,0,0,0,0,0,"15.5360222222222","15.8360222222222","15006","","MSDIAL_HexCer 16:2;2O/16:2;O;[M+H]+;CCCCCCCC\C=C/C\C=C/CC(O)C(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)\C=C\CC\C=C\CCCCCCC;GWPJHXDEOBOANM-IMTKLRFONA-N;C38H67NO9",0,0,0,0,0,0,0,0,0,"15.5360222222222","15.8360222222222","15006","","MSDIAL_HexCer 16:2;2O/16:2;O;[M+H]+;CCCCCCCC\C=C/C\C=C/CC(O)C(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)\C=C\CC\C=C\CCCCCCC;GWPJHXDEOBOANM-IMTKLRFONA-N;C38H67NO9",0,0,0,0,0,0,0,0,0,"15.5360222222222","15.8360222222222","15006","","MSDIAL_HexCer 16:2;2O/16:2;O;[M+H]+;CCCCCCCC\C=C/C\C=C/CC(O)C(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)\C=C\CC\C=C\CCCCCCC;GWPJHXDEOBOANM-IMTKLRFONA-N;C38H67NO9",0,0,0,0,0,0,0,0,0,"15.5360222222222","15.8360222222222","15006","","MSDIAL_HexCer 16:2;2O/16:2;O;[M+H]+;CCCCCCCC\C=C/C\C=C/CC(O)C(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)\C=C\CC\C=C\CCCCCCC;GWPJHXDEOBOANM-IMTKLRFONA-N;C38H67NO9",0,0,0,0,0,0,0,0,0,"15.5360222222222","15.8360222222222","15006","","MSDIAL_HexCer 16:2;2O/16:2;O;[M+H]+;CCCCCCCC\C=C/C\C=C/CC(O)C(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)\C=C\CC\C=C\CCCCCCC;GWPJHXDEOBOANM-IMTKLRFONA-N;C38H67NO9","682.48886","664.4783","484.4149","234.2216","502.4254"," 682.4888","472.4149","222.2216","252.2322","15.5360222222222","15.8360222222222","15006"
"","MSDIAL_HexCer 16:2;2O/16:2;O;[M+H]+;CCCCCCCC\C=C/C\C=C/CC(O)C(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)\C=C\CC\C=C\CCCCCCC;GWPJHXDEOBOANM-IMTKLRFONA-N;C38H67NO9",0,0,0,0,0,0,0,0,0,"12.7135597222222","13.0135597222222","15613","","MSDIAL_HexCer 16:2;2O/16:2;O;[M+H]+;CCCCCCCC\C=C/C\C=C/CC(O)C(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)\C=C\CC\C=C\CCCCCCC;GWPJHXDEOBOANM-IMTKLRFONA-N;C38H67NO9",0,0,0,0,0,0,0,0,0,"12.7135597222222","13.0135597222222","15613","","MSDIAL_HexCer 16:2;2O/16:2;O;[M+H]+;CCCCCCCC\C=C/C\C=C/CC(O)C(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)\C=C\CC\C=C\CCCCCCC;GWPJHXDEOBOANM-IMTKLRFONA-N;C38H67NO9",0,0,0,0,0,0,0,0,0,"12.7135597222222","13.0135597222222","15613","","MSDIAL_HexCer 16:2;2O/16:2;O;[M+H]+;CCCCCCCC\C=C/C\C=C/CC(O)C(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)\C=C\CC\C=C\CCCCCCC;GWPJHXDEOBOANM-IMTKLRFONA-N;C38H67NO9",0,0,0,0,0,0,0,0,0,"12.7135597222222","13.0135597222222","15613","","MSDIAL_HexCer 16:2;2O/16:2;O;[M+H]+;CCCCCCCC\C=C/C\C=C/CC(O)C(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)\C=C\CC\C=C\CCCCCCC;GWPJHXDEOBOANM-IMTKLRFONA-N;C38H67NO9",0,0,0,0,0,0,0,0,0,"12.7135597222222","13.0135597222222","15613","","MSDIAL_HexCer 16:2;2O/16:2;O;[M+H]+;CCCCCCCC\C=C/C\C=C/CC(O)C(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)\C=C\CC\C=C\CCCCCCC;GWPJHXDEOBOANM-IMTKLRFONA-N;C38H67NO9","682.48886","664.4783","484.4149","234.2216","502.4254"," 682.4888","472.4149","222.2216","252.2322","12.7135597222222","13.0135597222222","15613"
"","MSDIAL_HexCer 16:2;2O/16:2;O;[M+H]+;CCCCCCCC\C=C/C\C=C/CC(O)C(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)\C=C\CC\C=C\CCCCCCC;GWPJHXDEOBOANM-IMTKLRFONA-N;C38H67NO9",0,0,0,0,0,0,0,0,0,"15.3339742424242","15.6339742424242","15670","","MSDIAL_HexCer 16:2;2O/16:2;O;[M+H]+;CCCCCCCC\C=C/C\C=C/CC(O)C(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)\C=C\CC\C=C\CCCCCCC;GWPJHXDEOBOANM-IMTKLRFONA-N;C38H67NO9",0,0,0,0,0,0,0,0,0,"15.3339742424242","15.6339742424242","15670","","MSDIAL_HexCer 16:2;2O/16:2;O;[M+H]+;CCCCCCCC\C=C/C\C=C/CC(O)C(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)\C=C\CC\C=C\CCCCCCC;GWPJHXDEOBOANM-IMTKLRFONA-N;C38H67NO9",0,0,0,0,0,0,0,0,0,"15.3339742424242","15.6339742424242","15670","","MSDIAL_HexCer 16:2;2O/16:2;O;[M+H]+;CCCCCCCC\C=C/C\C=C/CC(O)C(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)\C=C\CC\C=C\CCCCCCC;GWPJHXDEOBOANM-IMTKLRFONA-N;C38H67NO9",0,0,0,0,0,0,0,0,0,"15.3339742424242","15.6339742424242","15670","","MSDIAL_HexCer 16:2;2O/16:2;O;[M+H]+;CCCCCCCC\C=C/C\C=C/CC(O)C(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)\C=C\CC\C=C\CCCCCCC;GWPJHXDEOBOANM-IMTKLRFONA-N;C38H67NO9",0,0,0,0,0,0,0,0,0,"15.3339742424242","15.6339742424242","15670","","MSDIAL_HexCer 16:2;2O/16:2;O;[M+H]+;CCCCCCCC\C=C/C\C=C/CC(O)C(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)\C=C\CC\C=C\CCCCCCC;GWPJHXDEOBOANM-IMTKLRFONA-N;C38H67NO9","682.48886","664.4783","484.4149","234.2216","502.4254"," 682.4888","472.4149","222.2216","252.2322","15.3339742424242","15.6339742424242","15670"
"","MSDIAL_HexCer 16:2;2O/16:2;O;[M+H]+;CCCCCCCC\C=C/C\C=C/CC(O)C(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)\C=C\CC\C=C\CCCCCCC;GWPJHXDEOBOANM-IMTKLRFONA-N;C38H67NO9",0,0,0,0,0,0,0,0,0,"13.1972625","13.4972625","16111","","MSDIAL_HexCer 16:2;2O/16:2;O;[M+H]+;CCCCCCCC\C=C/C\C=C/CC(O)C(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)\C=C\CC\C=C\CCCCCCC;GWPJHXDEOBOANM-IMTKLRFONA-N;C38H67NO9",0,0,0,0,0,0,0,0,0,"13.1972625","13.4972625","16111","","MSDIAL_HexCer 16:2;2O/16:2;O;[M+H]+;CCCCCCCC\C=C/C\C=C/CC(O)C(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)\C=C\CC\C=C\CCCCCCC;GWPJHXDEOBOANM-IMTKLRFONA-N;C38H67NO9",0,0,0,0,0,0,0,0,0,"13.1972625","13.4972625","16111","","MSDIAL_HexCer 16:2;2O/16:2;O;[M+H]+;CCCCCCCC\C=C/C\C=C/CC(O)C(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)\C=C\CC\C=C\CCCCCCC;GWPJHXDEOBOANM-IMTKLRFONA-N;C38H67NO9",0,0,0,0,0,0,0,0,0,"13.1972625","13.4972625","16111","","MSDIAL_HexCer 16:2;2O/16:2;O;[M+H]+;CCCCCCCC\C=C/C\C=C/CC(O)C(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)\C=C\CC\C=C\CCCCCCC;GWPJHXDEOBOANM-IMTKLRFONA-N;C38H67NO9",0,0,0,0,0,0,0,0,0,"13.1972625","13.4972625","16111","","MSDIAL_HexCer 16:2;2O/16:2;O;[M+H]+;CCCCCCCC\C=C/C\C=C/CC(O)C(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)\C=C\CC\C=C\CCCCCCC;GWPJHXDEOBOANM-IMTKLRFONA-N;C38H67NO9","682.48886","664.4783","484.4149","234.2216","502.4254"," 682.4888","472.4149","222.2216","252.2322","13.1972625","13.4972625","16111"
"","MSDIAL_HexCer 16:2;2O/16:2;O;[M+H]+;CCCCCCCC\C=C/C\C=C/CC(O)C(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)\C=C\CC\C=C\CCCCCCC;GWPJHXDEOBOANM-IMTKLRFONA-N;C38H67NO9",0,0,0,0,0,0,0,0,0,"9.62216666666667","9.92216666666667","16251","","MSDIAL_HexCer 16:2;2O/16:2;O;[M+H]+;CCCCCCCC\C=C/C\C=C/CC(O)C(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)\C=C\CC\C=C\CCCCCCC;GWPJHXDEOBOANM-IMTKLRFONA-N;C38H67NO9",0,0,0,0,0,0,0,0,0,"9.62216666666667","9.92216666666667","16251","","MSDIAL_HexCer 16:2;2O/16:2;O;[M+H]+;CCCCCCCC\C=C/C\C=C/CC(O)C(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)\C=C\CC\C=C\CCCCCCC;GWPJHXDEOBOANM-IMTKLRFONA-N;C38H67NO9",0,0,0,0,0,0,0,0,0,"9.62216666666667","9.92216666666667","16251","","MSDIAL_HexCer 16:2;2O/16:2;O;[M+H]+;CCCCCCCC\C=C/C\C=C/CC(O)C(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)\C=C\CC\C=C\CCCCCCC;GWPJHXDEOBOANM-IMTKLRFONA-N;C38H67NO9",0,0,0,0,0,0,0,0,0,"9.62216666666667","9.92216666666667","16251","","MSDIAL_HexCer 16:2;2O/16:2;O;[M+H]+;CCCCCCCC\C=C/C\C=C/CC(O)C(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)\C=C\CC\C=C\CCCCCCC;GWPJHXDEOBOANM-IMTKLRFONA-N;C38H67NO9",0,0,0,0,0,0,0,0,0,"9.62216666666667","9.92216666666667","16251","","MSDIAL_HexCer 16:2;2O/16:2;O;[M+H]+;CCCCCCCC\C=C/C\C=C/CC(O)C(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)\C=C\CC\C=C\CCCCCCC;GWPJHXDEOBOANM-IMTKLRFONA-N;C38H67NO9","682.48886","664.4783","484.4149","234.2216","502.4254"," 682.4888","472.4149","222.2216","252.2322","9.62216666666667","9.92216666666667","16251"
"","MSDIAL_HexCer 16:2;2O/16:2;O;[M+H]+;CCCCCCCC\C=C/C\C=C/CC(O)C(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)\C=C\CC\C=C\CCCCCCC;GWPJHXDEOBOANM-IMTKLRFONA-N;C38H67NO9",0,0,0,0,0,0,0,0,0,"7.72212833333333","8.02212833333333","16618","","MSDIAL_HexCer 16:2;2O/16:2;O;[M+H]+;CCCCCCCC\C=C/C\C=C/CC(O)C(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)\C=C\CC\C=C\CCCCCCC;GWPJHXDEOBOANM-IMTKLRFONA-N;C38H67NO9",0,0,0,0,0,0,0,0,0,"7.72212833333333","8.02212833333333","16618","","MSDIAL_HexCer 16:2;2O/16:2;O;[M+H]+;CCCCCCCC\C=C/C\C=C/CC(O)C(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)\C=C\CC\C=C\CCCCCCC;GWPJHXDEOBOANM-IMTKLRFONA-N;C38H67NO9",0,0,0,0,0,0,0,0,0,"7.72212833333333","8.02212833333333","16618","","MSDIAL_HexCer 16:2;2O/16:2;O;[M+H]+;CCCCCCCC\C=C/C\C=C/CC(O)C(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)\C=C\CC\C=C\CCCCCCC;GWPJHXDEOBOANM-IMTKLRFONA-N;C38H67NO9",0,0,0,0,0,0,0,0,0,"7.72212833333333","8.02212833333333","16618","","MSDIAL_HexCer 16:2;2O/16:2;O;[M+H]+;CCCCCCCC\C=C/C\C=C/CC(O)C(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)\C=C\CC\C=C\CCCCCCC;GWPJHXDEOBOANM-IMTKLRFONA-N;C38H67NO9",0,0,0,0,0,0,0,0,0,"7.72212833333333","8.02212833333333","16618","","MSDIAL_HexCer 16:2;2O/16:2;O;[M+H]+;CCCCCCCC\C=C/C\C=C/CC(O)C(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)\C=C\CC\C=C\CCCCCCC;GWPJHXDEOBOANM-IMTKLRFONA-N;C38H67NO9","682.48886","664.4783","484.4149","234.2216","502.4254"," 682.4888","472.4149","222.2216","252.2322","7.72212833333333","8.02212833333333","16618"
"","MSDIAL_HexCer 16:2;2O/16:2;O;[M+H]+;CCCCCCCC\C=C/C\C=C/CC(O)C(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)\C=C\CC\C=C\CCCCCCC;GWPJHXDEOBOANM-IMTKLRFONA-N;C38H67NO9",0,0,0,0,0,0,0,0,0,"14.8106944444444","15.1106944444444","16817","","MSDIAL_HexCer 16:2;2O/16:2;O;[M+H]+;CCCCCCCC\C=C/C\C=C/CC(O)C(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)\C=C\CC\C=C\CCCCCCC;GWPJHXDEOBOANM-IMTKLRFONA-N;C38H67NO9",0,0,0,0,0,0,0,0,0,"14.8106944444444","15.1106944444444","16817","","MSDIAL_HexCer 16:2;2O/16:2;O;[M+H]+;CCCCCCCC\C=C/C\C=C/CC(O)C(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)\C=C\CC\C=C\CCCCCCC;GWPJHXDEOBOANM-IMTKLRFONA-N;C38H67NO9",0,0,0,0,0,0,0,0,0,"14.8106944444444","15.1106944444444","16817","","MSDIAL_HexCer 16:2;2O/16:2;O;[M+H]+;CCCCCCCC\C=C/C\C=C/CC(O)C(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)\C=C\CC\C=C\CCCCCCC;GWPJHXDEOBOANM-IMTKLRFONA-N;C38H67NO9",0,0,0,0,0,0,0,0,0,"14.8106944444444","15.1106944444444","16817","","MSDIAL_HexCer 16:2;2O/16:2;O;[M+H]+;CCCCCCCC\C=C/C\C=C/CC(O)C(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)\C=C\CC\C=C\CCCCCCC;GWPJHXDEOBOANM-IMTKLRFONA-N;C38H67NO9",0,0,0,0,0,0,0,0,0,"14.8106944444444","15.1106944444444","16817","","MSDIAL_HexCer 16:2;2O/16:2;O;[M+H]+;CCCCCCCC\C=C/C\C=C/CC(O)C(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)\C=C\CC\C=C\CCCCCCC;GWPJHXDEOBOANM-IMTKLRFONA-N;C38H67NO9","682.48886","664.4783","484.4149","234.2216","502.4254"," 682.4888","472.4149","222.2216","252.2322","14.8106944444444","15.1106944444444","16817"
"","MSDIAL_HexCer 16:2;2O/16:2;O;[M+H]+;CCCCCCCC\C=C/C\C=C/CC(O)C(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)\C=C\CC\C=C\CCCCCCC;GWPJHXDEOBOANM-IMTKLRFONA-N;C38H67NO9",0,0,0,0,0,0,0,0,0,"15.0247444444444","15.3247444444444","16858","","MSDIAL_HexCer 16:2;2O/16:2;O;[M+H]+;CCCCCCCC\C=C/C\C=C/CC(O)C(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)\C=C\CC\C=C\CCCCCCC;GWPJHXDEOBOANM-IMTKLRFONA-N;C38H67NO9",0,0,0,0,0,0,0,0,0,"15.0247444444444","15.3247444444444","16858","","MSDIAL_HexCer 16:2;2O/16:2;O;[M+H]+;CCCCCCCC\C=C/C\C=C/CC(O)C(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)\C=C\CC\C=C\CCCCCCC;GWPJHXDEOBOANM-IMTKLRFONA-N;C38H67NO9",0,0,0,0,0,0,0,0,0,"15.0247444444444","15.3247444444444","16858","","MSDIAL_HexCer 16:2;2O/16:2;O;[M+H]+;CCCCCCCC\C=C/C\C=C/CC(O)C(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)\C=C\CC\C=C\CCCCCCC;GWPJHXDEOBOANM-IMTKLRFONA-N;C38H67NO9",0,0,0,0,0,0,0,0,0,"15.0247444444444","15.3247444444444","16858","","MSDIAL_HexCer 16:2;2O/16:2;O;[M+H]+;CCCCCCCC\C=C/C\C=C/CC(O)C(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)\C=C\CC\C=C\CCCCCCC;GWPJHXDEOBOANM-IMTKLRFONA-N;C38H67NO9",0,0,0,0,0,0,0,0,0,"15.0247444444444","15.3247444444444","16858","","MSDIAL_HexCer 16:2;2O/16:2;O;[M+H]+;CCCCCCCC\C=C/C\C=C/CC(O)C(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)\C=C\CC\C=C\CCCCCCC;GWPJHXDEOBOANM-IMTKLRFONA-N;C38H67NO9","682.48886","664.4783","484.4149","234.2216","502.4254"," 682.4888","472.4149","222.2216","252.2322","15.0247444444444","15.3247444444444","16858"
"","MSDIAL_HexCer 16:2;2O/16:2;O;[M+H]+;CCCCCCCC\C=C/C\C=C/CC(O)C(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)\C=C\CC\C=C\CCCCCCC;GWPJHXDEOBOANM-IMTKLRFONA-N;C38H67NO9",0,0,0,0,0,0,0,0,0,"9.78107777777778","10.0810777777778","16876","","MSDIAL_HexCer 16:2;2O/16:2;O;[M+H]+;CCCCCCCC\C=C/C\C=C/CC(O)C(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)\C=C\CC\C=C\CCCCCCC;GWPJHXDEOBOANM-IMTKLRFONA-N;C38H67NO9",0,0,0,0,0,0,0,0,0,"9.78107777777778","10.0810777777778","16876","","MSDIAL_HexCer 16:2;2O/16:2;O;[M+H]+;CCCCCCCC\C=C/C\C=C/CC(O)C(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)\C=C\CC\C=C\CCCCCCC;GWPJHXDEOBOANM-IMTKLRFONA-N;C38H67NO9",0,0,0,0,0,0,0,0,0,"9.78107777777778","10.0810777777778","16876","","MSDIAL_HexCer 16:2;2O/16:2;O;[M+H]+;CCCCCCCC\C=C/C\C=C/CC(O)C(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)\C=C\CC\C=C\CCCCCCC;GWPJHXDEOBOANM-IMTKLRFONA-N;C38H67NO9",0,0,0,0,0,0,0,0,0,"9.78107777777778","10.0810777777778","16876","","MSDIAL_HexCer 16:2;2O/16:2;O;[M+H]+;CCCCCCCC\C=C/C\C=C/CC(O)C(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)\C=C\CC\C=C\CCCCCCC;GWPJHXDEOBOANM-IMTKLRFONA-N;C38H67NO9",0,0,0,0,0,0,0,0,0,"9.78107777777778","10.0810777777778","16876","","MSDIAL_HexCer 16:2;2O/16:2;O;[M+H]+;CCCCCCCC\C=C/C\C=C/CC(O)C(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)\C=C\CC\C=C\CCCCCCC;GWPJHXDEOBOANM-IMTKLRFONA-N;C38H67NO9","682.48886","664.4783","484.4149","234.2216","502.4254"," 682.4888","472.4149","222.2216","252.2322","9.78107777777778","10.0810777777778","16876"
