"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","Cer-EODS","[M+HCO2]-","[M-H]-","NL of EFA","[FAA+C2H2-H]-","[EFA-H]-","[FAA-H]-","[Sph-C2H8NO]-","RT_min","RT_max","Comment","RT at Max Intensity","Cer-EODS","[M+HCO2]-","[M-H]-","NL of EFA","[FAA+C2H2-H]-","[EFA-H]-","[FAA-H]-","[Sph-C2H8NO]-","RT_min","RT_max","Comment","Number of Scans","Cer-EODS","[M+HCO2]-","[M-H]-","NL of EFA","[FAA+C2H2-H]-","[EFA-H]-","[FAA-H]-","[Sph-C2H8NO]-","RT_min","RT_max","Comment","Max Intensity","Cer-EODS","[M+HCO2]-","[M-H]-","NL of EFA","[FAA+C2H2-H]-","[EFA-H]-","[FAA-H]-","[Sph-C2H8NO]-","RT_min","RT_max","Comment","Average m/z","Cer-EODS","[M+HCO2]-","[M-H]-","NL of EFA","[FAA+C2H2-H]-","[EFA-H]-","[FAA-H]-","[Sph-C2H8NO]-","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","Cer-EODS","[M+HCO2]-","[M-H]-","NL of EFA","[FAA+C2H2-H]-","[EFA-H]-","[FAA-H]-","[Sph-C2H8NO]-","RT_min","RT_max","Comment"
"","Cer-EODS(d14:0/16:2-O-16:1)+HCO2",0,0,0,0,0,0,0,"11.5348393939394","11.8348393939394","2693","","Cer-EODS(d14:0/16:2-O-16:1)+HCO2",0,0,0,0,0,0,0,"11.5348393939394","11.8348393939394","2693","","Cer-EODS(d14:0/16:2-O-16:1)+HCO2",0,0,0,0,0,0,0,"11.5348393939394","11.8348393939394","2693","","Cer-EODS(d14:0/16:2-O-16:1)+HCO2",0,0,0,0,0,0,0,"11.5348393939394","11.8348393939394","2693","","Cer-EODS(d14:0/16:2-O-16:1)+HCO2",0,0,0,0,0,0,0,"11.5348393939394","11.8348393939394","2693","","Cer-EODS(d14:0/16:2-O-16:1)+HCO2","776.6404","730.6349","494.4209","292.2282","253.2173","266.2126","183.1754","11.5348393939394","11.8348393939394","2693"
"","Cer-EODS(d14:0/12:1-O-16:2)+HCO2",0,0,0,0,0,0,0,"9.7723","10.0723","607","","Cer-EODS(d14:0/12:1-O-16:2)+HCO2",0,0,0,0,0,0,0,"9.7723","10.0723","607","","Cer-EODS(d14:0/12:1-O-16:2)+HCO2",0,0,0,0,0,0,0,"9.7723","10.0723","607","","Cer-EODS(d14:0/12:1-O-16:2)+HCO2",0,0,0,0,0,0,0,"9.7723","10.0723","607","","Cer-EODS(d14:0/12:1-O-16:2)+HCO2",0,0,0,0,0,0,0,"9.7723","10.0723","607","","Cer-EODS(d14:0/12:1-O-16:2)+HCO2","720.5778","674.5723","440.374","238.1813","251.2017","212.1656","183.1754","9.7723","10.0723","607"
"","Cer-EODS(d14:0/13:0-O-16:2)+HCO2",0,0,0,0,0,0,0,"10.5703878787879","10.8703878787879","306","","Cer-EODS(d14:0/13:0-O-16:2)+HCO2",0,0,0,0,0,0,0,"10.5703878787879","10.8703878787879","306","","Cer-EODS(d14:0/13:0-O-16:2)+HCO2",0,0,0,0,0,0,0,"10.5703878787879","10.8703878787879","306","","Cer-EODS(d14:0/13:0-O-16:2)+HCO2",0,0,0,0,0,0,0,"10.5703878787879","10.8703878787879","306","","Cer-EODS(d14:0/13:0-O-16:2)+HCO2",0,0,0,0,0,0,0,"10.5703878787879","10.8703878787879","306","","Cer-EODS(d14:0/13:0-O-16:2)+HCO2","736.6091","690.6036","456.4053","254.2126","251.2017","228.1969","183.1754","10.5703878787879","10.8703878787879","306"
"","Cer-EODS(d14:0/13:1-O-16:2)+HCO2",0,0,0,0,0,0,0,"10.2551090909091","10.5551090909091","171","","Cer-EODS(d14:0/13:1-O-16:2)+HCO2",0,0,0,0,0,0,0,"10.2551090909091","10.5551090909091","171","","Cer-EODS(d14:0/13:1-O-16:2)+HCO2",0,0,0,0,0,0,0,"10.2551090909091","10.5551090909091","171","","Cer-EODS(d14:0/13:1-O-16:2)+HCO2",0,0,0,0,0,0,0,"10.2551090909091","10.5551090909091","171","","Cer-EODS(d14:0/13:1-O-16:2)+HCO2",0,0,0,0,0,0,0,"10.2551090909091","10.5551090909091","171","","Cer-EODS(d14:0/13:1-O-16:2)+HCO2","734.5935","688.588","454.3896","252.1969","251.2017","226.1813","183.1754","10.2551090909091","10.5551090909091","171"
"","Cer-EODS(d14:0/13:1-O-16:2)+HCO2",0,0,0,0,0,0,0,"10.0804848484848","10.3804848484848","4126","","Cer-EODS(d14:0/13:1-O-16:2)+HCO2",0,0,0,0,0,0,0,"10.0804848484848","10.3804848484848","4126","","Cer-EODS(d14:0/13:1-O-16:2)+HCO2",0,0,0,0,0,0,0,"10.0804848484848","10.3804848484848","4126","","Cer-EODS(d14:0/13:1-O-16:2)+HCO2",0,0,0,0,0,0,0,"10.0804848484848","10.3804848484848","4126","","Cer-EODS(d14:0/13:1-O-16:2)+HCO2",0,0,0,0,0,0,0,"10.0804848484848","10.3804848484848","4126","","Cer-EODS(d14:0/13:1-O-16:2)+HCO2","734.5935","688.588","454.3896","252.1969","251.2017","226.1813","183.1754","10.0804848484848","10.3804848484848","4126"
"","Cer-EODS(d14:0/14:0-O-16:2)+HCO2",0,0,0,0,0,0,0,"11.0025560606061","11.3025560606061","394","","Cer-EODS(d14:0/14:0-O-16:2)+HCO2",0,0,0,0,0,0,0,"11.0025560606061","11.3025560606061","394","","Cer-EODS(d14:0/14:0-O-16:2)+HCO2",0,0,0,0,0,0,0,"11.0025560606061","11.3025560606061","394","","Cer-EODS(d14:0/14:0-O-16:2)+HCO2",0,0,0,0,0,0,0,"11.0025560606061","11.3025560606061","394","","Cer-EODS(d14:0/14:0-O-16:2)+HCO2",0,0,0,0,0,0,0,"11.0025560606061","11.3025560606061","394","","Cer-EODS(d14:0/14:0-O-16:2)+HCO2","750.6248","704.6193","470.4209","268.2282","251.2017","242.2126","183.1754","11.0025560606061","11.3025560606061","394"
"","Cer-EODS(d14:0/14:1-O-16:2)+HCO2",0,0,0,0,0,0,0,"10.6981590909091","10.9981590909091","136","","Cer-EODS(d14:0/14:1-O-16:2)+HCO2",0,0,0,0,0,0,0,"10.6981590909091","10.9981590909091","136","","Cer-EODS(d14:0/14:1-O-16:2)+HCO2",0,0,0,0,0,0,0,"10.6981590909091","10.9981590909091","136","","Cer-EODS(d14:0/14:1-O-16:2)+HCO2",0,0,0,0,0,0,0,"10.6981590909091","10.9981590909091","136","","Cer-EODS(d14:0/14:1-O-16:2)+HCO2",0,0,0,0,0,0,0,"10.6981590909091","10.9981590909091","136","","Cer-EODS(d14:0/14:1-O-16:2)+HCO2","748.6091","702.6036","468.4053","266.2126","251.2017","240.1969","183.1754","10.6981590909091","10.9981590909091","136"
"","Cer-EODS(d14:0/14:1-O-16:2)+HCO2",0,0,0,0,0,0,0,"10.5236848484849","10.8236848484849","675","","Cer-EODS(d14:0/14:1-O-16:2)+HCO2",0,0,0,0,0,0,0,"10.5236848484849","10.8236848484849","675","","Cer-EODS(d14:0/14:1-O-16:2)+HCO2",0,0,0,0,0,0,0,"10.5236848484849","10.8236848484849","675","","Cer-EODS(d14:0/14:1-O-16:2)+HCO2",0,0,0,0,0,0,0,"10.5236848484849","10.8236848484849","675","","Cer-EODS(d14:0/14:1-O-16:2)+HCO2",0,0,0,0,0,0,0,"10.5236848484849","10.8236848484849","675","","Cer-EODS(d14:0/14:1-O-16:2)+HCO2","748.6091","702.6036","468.4053","266.2126","251.2017","240.1969","183.1754","10.5236848484849","10.8236848484849","675"
"","Cer-EODS(d14:0/15:0-O-16:2)+HCO2",0,0,0,0,0,0,0,"11.4196181818182","11.7196181818182","210","","Cer-EODS(d14:0/15:0-O-16:2)+HCO2",0,0,0,0,0,0,0,"11.4196181818182","11.7196181818182","210","","Cer-EODS(d14:0/15:0-O-16:2)+HCO2",0,0,0,0,0,0,0,"11.4196181818182","11.7196181818182","210","","Cer-EODS(d14:0/15:0-O-16:2)+HCO2",0,0,0,0,0,0,0,"11.4196181818182","11.7196181818182","210","","Cer-EODS(d14:0/15:0-O-16:2)+HCO2",0,0,0,0,0,0,0,"11.4196181818182","11.7196181818182","210","","Cer-EODS(d14:0/15:0-O-16:2)+HCO2","764.6404","718.6349","484.4366","282.2439","251.2017","256.2282","183.1754","11.4196181818182","11.7196181818182","210"
"","Cer-EODS(d14:0/15:1-O-16:2)+HCO2",0,0,0,0,0,0,0,"11.1295590909091","11.4295590909091","66","","Cer-EODS(d14:0/15:1-O-16:2)+HCO2",0,0,0,0,0,0,0,"11.1295590909091","11.4295590909091","66","","Cer-EODS(d14:0/15:1-O-16:2)+HCO2",0,0,0,0,0,0,0,"11.1295590909091","11.4295590909091","66","","Cer-EODS(d14:0/15:1-O-16:2)+HCO2",0,0,0,0,0,0,0,"11.1295590909091","11.4295590909091","66","","Cer-EODS(d14:0/15:1-O-16:2)+HCO2",0,0,0,0,0,0,0,"11.1295590909091","11.4295590909091","66","","Cer-EODS(d14:0/15:1-O-16:2)+HCO2","762.6248","716.6193","482.4209","280.2282","251.2017","254.2126","183.1754","11.1295590909091","11.4295590909091","66"
"","Cer-EODS(d14:0/15:1-O-16:2)+HCO2",0,0,0,0,0,0,0,"10.5101439393939","10.8101439393939","492","","Cer-EODS(d14:0/15:1-O-16:2)+HCO2",0,0,0,0,0,0,0,"10.5101439393939","10.8101439393939","492","","Cer-EODS(d14:0/15:1-O-16:2)+HCO2",0,0,0,0,0,0,0,"10.5101439393939","10.8101439393939","492","","Cer-EODS(d14:0/15:1-O-16:2)+HCO2",0,0,0,0,0,0,0,"10.5101439393939","10.8101439393939","492","","Cer-EODS(d14:0/15:1-O-16:2)+HCO2",0,0,0,0,0,0,0,"10.5101439393939","10.8101439393939","492","","Cer-EODS(d14:0/15:1-O-16:2)+HCO2","762.6248","716.6193","482.4209","280.2282","251.2017","254.2126","183.1754","10.5101439393939","10.8101439393939","492"
"","Cer-EODS(d14:0/15:1-O-16:2)+HCO2",0,0,0,0,0,0,0,"10.9706818181818","11.2706818181818","1958","","Cer-EODS(d14:0/15:1-O-16:2)+HCO2",0,0,0,0,0,0,0,"10.9706818181818","11.2706818181818","1958","","Cer-EODS(d14:0/15:1-O-16:2)+HCO2",0,0,0,0,0,0,0,"10.9706818181818","11.2706818181818","1958","","Cer-EODS(d14:0/15:1-O-16:2)+HCO2",0,0,0,0,0,0,0,"10.9706818181818","11.2706818181818","1958","","Cer-EODS(d14:0/15:1-O-16:2)+HCO2",0,0,0,0,0,0,0,"10.9706818181818","11.2706818181818","1958","","Cer-EODS(d14:0/15:1-O-16:2)+HCO2","762.6248","716.6193","482.4209","280.2282","251.2017","254.2126","183.1754","10.9706818181818","11.2706818181818","1958"
"","Cer-EODS(d14:0/16:0-O-16:2)+HCO2",0,0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer-EODS(d14:0/16:0-O-16:2)+HCO2",0,0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer-EODS(d14:0/16:0-O-16:2)+HCO2",0,0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer-EODS(d14:0/16:0-O-16:2)+HCO2",0,0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer-EODS(d14:0/16:0-O-16:2)+HCO2",0,0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer-EODS(d14:0/16:0-O-16:2)+HCO2","778.6561","732.6506","498.4522","296.2595","251.2017","270.2439","183.1754","11.6581515151515","11.9581515151515","2922"
"","Cer-EODS(d14:0/16:0-O-16:2)+HCO2",0,0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer-EODS(d14:0/16:0-O-16:2)+HCO2",0,0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer-EODS(d14:0/16:0-O-16:2)+HCO2",0,0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer-EODS(d14:0/16:0-O-16:2)+HCO2",0,0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer-EODS(d14:0/16:0-O-16:2)+HCO2",0,0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer-EODS(d14:0/16:0-O-16:2)+HCO2","778.6561","732.6506","498.4522","296.2595","251.2017","270.2439","183.1754","11.8050363636364","12.1050363636364","2984"
"","Cer-EODS(d14:0/16:1-O-16:2)+HCO2",0,0,0,0,0,0,0,"11.3751787878788","11.6751787878788","222","","Cer-EODS(d14:0/16:1-O-16:2)+HCO2",0,0,0,0,0,0,0,"11.3751787878788","11.6751787878788","222","","Cer-EODS(d14:0/16:1-O-16:2)+HCO2",0,0,0,0,0,0,0,"11.3751787878788","11.6751787878788","222","","Cer-EODS(d14:0/16:1-O-16:2)+HCO2",0,0,0,0,0,0,0,"11.3751787878788","11.6751787878788","222","","Cer-EODS(d14:0/16:1-O-16:2)+HCO2",0,0,0,0,0,0,0,"11.3751787878788","11.6751787878788","222","","Cer-EODS(d14:0/16:1-O-16:2)+HCO2","776.6404","730.6349","496.4366","294.2439","251.2017","268.2282","183.1754","11.3751787878788","11.6751787878788","222"
"","Cer-EODS(d14:0/16:1-O-16:2)+HCO2",0,0,0,0,0,0,0,"11.5348393939394","11.8348393939394","2693","","Cer-EODS(d14:0/16:1-O-16:2)+HCO2",0,0,0,0,0,0,0,"11.5348393939394","11.8348393939394","2693","","Cer-EODS(d14:0/16:1-O-16:2)+HCO2",0,0,0,0,0,0,0,"11.5348393939394","11.8348393939394","2693","","Cer-EODS(d14:0/16:1-O-16:2)+HCO2",0,0,0,0,0,0,0,"11.5348393939394","11.8348393939394","2693","","Cer-EODS(d14:0/16:1-O-16:2)+HCO2",0,0,0,0,0,0,0,"11.5348393939394","11.8348393939394","2693","","Cer-EODS(d14:0/16:1-O-16:2)+HCO2","776.6404","730.6349","496.4366","294.2439","251.2017","268.2282","183.1754","11.5348393939394","11.8348393939394","2693"
"","Cer-EODS(d14:0/16:2-O-16:2)+HCO2",0,0,0,0,0,0,0,"10.4545833333333","10.7545833333333","731","","Cer-EODS(d14:0/16:2-O-16:2)+HCO2",0,0,0,0,0,0,0,"10.4545833333333","10.7545833333333","731","","Cer-EODS(d14:0/16:2-O-16:2)+HCO2",0,0,0,0,0,0,0,"10.4545833333333","10.7545833333333","731","","Cer-EODS(d14:0/16:2-O-16:2)+HCO2",0,0,0,0,0,0,0,"10.4545833333333","10.7545833333333","731","","Cer-EODS(d14:0/16:2-O-16:2)+HCO2",0,0,0,0,0,0,0,"10.4545833333333","10.7545833333333","731","","Cer-EODS(d14:0/16:2-O-16:2)+HCO2","774.6248","728.6193","494.4209","292.2282","251.2017","266.2126","183.1754","10.4545833333333","10.7545833333333","731"
"","Cer-EODS(d14:0/16:2-O-16:2)+HCO2",0,0,0,0,0,0,0,"10.6131439393939","10.9131439393939","2865","","Cer-EODS(d14:0/16:2-O-16:2)+HCO2",0,0,0,0,0,0,0,"10.6131439393939","10.9131439393939","2865","","Cer-EODS(d14:0/16:2-O-16:2)+HCO2",0,0,0,0,0,0,0,"10.6131439393939","10.9131439393939","2865","","Cer-EODS(d14:0/16:2-O-16:2)+HCO2",0,0,0,0,0,0,0,"10.6131439393939","10.9131439393939","2865","","Cer-EODS(d14:0/16:2-O-16:2)+HCO2",0,0,0,0,0,0,0,"10.6131439393939","10.9131439393939","2865","","Cer-EODS(d14:0/16:2-O-16:2)+HCO2","774.6248","728.6193","494.4209","292.2282","251.2017","266.2126","183.1754","10.6131439393939","10.9131439393939","2865"
"","Cer-EODS(d14:0/16:2-O-16:2)+HCO2",0,0,0,0,0,0,0,"10.7806181818182","11.0806181818182","2915","","Cer-EODS(d14:0/16:2-O-16:2)+HCO2",0,0,0,0,0,0,0,"10.7806181818182","11.0806181818182","2915","","Cer-EODS(d14:0/16:2-O-16:2)+HCO2",0,0,0,0,0,0,0,"10.7806181818182","11.0806181818182","2915","","Cer-EODS(d14:0/16:2-O-16:2)+HCO2",0,0,0,0,0,0,0,"10.7806181818182","11.0806181818182","2915","","Cer-EODS(d14:0/16:2-O-16:2)+HCO2",0,0,0,0,0,0,0,"10.7806181818182","11.0806181818182","2915","","Cer-EODS(d14:0/16:2-O-16:2)+HCO2","774.6248","728.6193","494.4209","292.2282","251.2017","266.2126","183.1754","10.7806181818182","11.0806181818182","2915"
"","Cer-EODS(d14:0/12:1-O-17:1)+HCO2",0,0,0,0,0,0,0,"10.5703878787879","10.8703878787879","306","","Cer-EODS(d14:0/12:1-O-17:1)+HCO2",0,0,0,0,0,0,0,"10.5703878787879","10.8703878787879","306","","Cer-EODS(d14:0/12:1-O-17:1)+HCO2",0,0,0,0,0,0,0,"10.5703878787879","10.8703878787879","306","","Cer-EODS(d14:0/12:1-O-17:1)+HCO2",0,0,0,0,0,0,0,"10.5703878787879","10.8703878787879","306","","Cer-EODS(d14:0/12:1-O-17:1)+HCO2",0,0,0,0,0,0,0,"10.5703878787879","10.8703878787879","306","","Cer-EODS(d14:0/12:1-O-17:1)+HCO2","736.6091","690.6036","440.374","238.1813","267.233","212.1656","183.1754","10.5703878787879","10.8703878787879","306"
"","Cer-EODS(d14:0/13:1-O-17:1)+HCO2",0,0,0,0,0,0,0,"11.0025560606061","11.3025560606061","394","","Cer-EODS(d14:0/13:1-O-17:1)+HCO2",0,0,0,0,0,0,0,"11.0025560606061","11.3025560606061","394","","Cer-EODS(d14:0/13:1-O-17:1)+HCO2",0,0,0,0,0,0,0,"11.0025560606061","11.3025560606061","394","","Cer-EODS(d14:0/13:1-O-17:1)+HCO2",0,0,0,0,0,0,0,"11.0025560606061","11.3025560606061","394","","Cer-EODS(d14:0/13:1-O-17:1)+HCO2",0,0,0,0,0,0,0,"11.0025560606061","11.3025560606061","394","","Cer-EODS(d14:0/13:1-O-17:1)+HCO2","750.6248","704.6193","454.3896","252.1969","267.233","226.1813","183.1754","11.0025560606061","11.3025560606061","394"
"","Cer-EODS(d14:0/14:1-O-17:1)+HCO2",0,0,0,0,0,0,0,"11.4196181818182","11.7196181818182","210","","Cer-EODS(d14:0/14:1-O-17:1)+HCO2",0,0,0,0,0,0,0,"11.4196181818182","11.7196181818182","210","","Cer-EODS(d14:0/14:1-O-17:1)+HCO2",0,0,0,0,0,0,0,"11.4196181818182","11.7196181818182","210","","Cer-EODS(d14:0/14:1-O-17:1)+HCO2",0,0,0,0,0,0,0,"11.4196181818182","11.7196181818182","210","","Cer-EODS(d14:0/14:1-O-17:1)+HCO2",0,0,0,0,0,0,0,"11.4196181818182","11.7196181818182","210","","Cer-EODS(d14:0/14:1-O-17:1)+HCO2","764.6404","718.6349","468.4053","266.2126","267.233","240.1969","183.1754","11.4196181818182","11.7196181818182","210"
"","Cer-EODS(d14:0/15:1-O-17:1)+HCO2",0,0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer-EODS(d14:0/15:1-O-17:1)+HCO2",0,0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer-EODS(d14:0/15:1-O-17:1)+HCO2",0,0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer-EODS(d14:0/15:1-O-17:1)+HCO2",0,0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer-EODS(d14:0/15:1-O-17:1)+HCO2",0,0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer-EODS(d14:0/15:1-O-17:1)+HCO2","778.6561","732.6506","482.4209","280.2282","267.233","254.2126","183.1754","11.6581515151515","11.9581515151515","2922"
"","Cer-EODS(d14:0/15:1-O-17:1)+HCO2",0,0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer-EODS(d14:0/15:1-O-17:1)+HCO2",0,0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer-EODS(d14:0/15:1-O-17:1)+HCO2",0,0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer-EODS(d14:0/15:1-O-17:1)+HCO2",0,0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer-EODS(d14:0/15:1-O-17:1)+HCO2",0,0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer-EODS(d14:0/15:1-O-17:1)+HCO2","778.6561","732.6506","482.4209","280.2282","267.233","254.2126","183.1754","11.8050363636364","12.1050363636364","2984"
"","Cer-EODS(d14:0/16:2-O-17:1)+HCO2",0,0,0,0,0,0,0,"11.9250136363636","12.2250136363636","586","","Cer-EODS(d14:0/16:2-O-17:1)+HCO2",0,0,0,0,0,0,0,"11.9250136363636","12.2250136363636","586","","Cer-EODS(d14:0/16:2-O-17:1)+HCO2",0,0,0,0,0,0,0,"11.9250136363636","12.2250136363636","586","","Cer-EODS(d14:0/16:2-O-17:1)+HCO2",0,0,0,0,0,0,0,"11.9250136363636","12.2250136363636","586","","Cer-EODS(d14:0/16:2-O-17:1)+HCO2",0,0,0,0,0,0,0,"11.9250136363636","12.2250136363636","586","","Cer-EODS(d14:0/16:2-O-17:1)+HCO2","790.6561","744.6506","494.4209","292.2282","267.233","266.2126","183.1754","11.9250136363636","12.2250136363636","586"
"","Cer-EODS(d14:0/16:2-O-17:1)+HCO2",0,0,0,0,0,0,0,"11.7702621212121","12.0702621212121","3066","","Cer-EODS(d14:0/16:2-O-17:1)+HCO2",0,0,0,0,0,0,0,"11.7702621212121","12.0702621212121","3066","","Cer-EODS(d14:0/16:2-O-17:1)+HCO2",0,0,0,0,0,0,0,"11.7702621212121","12.0702621212121","3066","","Cer-EODS(d14:0/16:2-O-17:1)+HCO2",0,0,0,0,0,0,0,"11.7702621212121","12.0702621212121","3066","","Cer-EODS(d14:0/16:2-O-17:1)+HCO2",0,0,0,0,0,0,0,"11.7702621212121","12.0702621212121","3066","","Cer-EODS(d14:0/16:2-O-17:1)+HCO2","790.6561","744.6506","494.4209","292.2282","267.233","266.2126","183.1754","11.7702621212121","12.0702621212121","3066"
"","Cer-EODS(d14:0/12:0-O-17:2)+HCO2",0,0,0,0,0,0,0,"10.5703878787879","10.8703878787879","306","","Cer-EODS(d14:0/12:0-O-17:2)+HCO2",0,0,0,0,0,0,0,"10.5703878787879","10.8703878787879","306","","Cer-EODS(d14:0/12:0-O-17:2)+HCO2",0,0,0,0,0,0,0,"10.5703878787879","10.8703878787879","306","","Cer-EODS(d14:0/12:0-O-17:2)+HCO2",0,0,0,0,0,0,0,"10.5703878787879","10.8703878787879","306","","Cer-EODS(d14:0/12:0-O-17:2)+HCO2",0,0,0,0,0,0,0,"10.5703878787879","10.8703878787879","306","","Cer-EODS(d14:0/12:0-O-17:2)+HCO2","736.6091","690.6036","442.3896","240.1969","265.2173","214.1813","183.1754","10.5703878787879","10.8703878787879","306"
"","Cer-EODS(d14:0/12:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"10.2551090909091","10.5551090909091","171","","Cer-EODS(d14:0/12:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"10.2551090909091","10.5551090909091","171","","Cer-EODS(d14:0/12:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"10.2551090909091","10.5551090909091","171","","Cer-EODS(d14:0/12:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"10.2551090909091","10.5551090909091","171","","Cer-EODS(d14:0/12:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"10.2551090909091","10.5551090909091","171","","Cer-EODS(d14:0/12:1-O-17:2)+HCO2","734.5935","688.588","440.374","238.1813","265.2173","212.1656","183.1754","10.2551090909091","10.5551090909091","171"
"","Cer-EODS(d14:0/12:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"10.0804848484848","10.3804848484848","4126","","Cer-EODS(d14:0/12:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"10.0804848484848","10.3804848484848","4126","","Cer-EODS(d14:0/12:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"10.0804848484848","10.3804848484848","4126","","Cer-EODS(d14:0/12:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"10.0804848484848","10.3804848484848","4126","","Cer-EODS(d14:0/12:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"10.0804848484848","10.3804848484848","4126","","Cer-EODS(d14:0/12:1-O-17:2)+HCO2","734.5935","688.588","440.374","238.1813","265.2173","212.1656","183.1754","10.0804848484848","10.3804848484848","4126"
"","Cer-EODS(d14:0/13:0-O-17:2)+HCO2",0,0,0,0,0,0,0,"11.0025560606061","11.3025560606061","394","","Cer-EODS(d14:0/13:0-O-17:2)+HCO2",0,0,0,0,0,0,0,"11.0025560606061","11.3025560606061","394","","Cer-EODS(d14:0/13:0-O-17:2)+HCO2",0,0,0,0,0,0,0,"11.0025560606061","11.3025560606061","394","","Cer-EODS(d14:0/13:0-O-17:2)+HCO2",0,0,0,0,0,0,0,"11.0025560606061","11.3025560606061","394","","Cer-EODS(d14:0/13:0-O-17:2)+HCO2",0,0,0,0,0,0,0,"11.0025560606061","11.3025560606061","394","","Cer-EODS(d14:0/13:0-O-17:2)+HCO2","750.6248","704.6193","456.4053","254.2126","265.2173","228.1969","183.1754","11.0025560606061","11.3025560606061","394"
"","Cer-EODS(d14:0/13:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"10.6981590909091","10.9981590909091","136","","Cer-EODS(d14:0/13:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"10.6981590909091","10.9981590909091","136","","Cer-EODS(d14:0/13:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"10.6981590909091","10.9981590909091","136","","Cer-EODS(d14:0/13:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"10.6981590909091","10.9981590909091","136","","Cer-EODS(d14:0/13:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"10.6981590909091","10.9981590909091","136","","Cer-EODS(d14:0/13:1-O-17:2)+HCO2","748.6091","702.6036","454.3896","252.1969","265.2173","226.1813","183.1754","10.6981590909091","10.9981590909091","136"
"","Cer-EODS(d14:0/13:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"10.5236848484849","10.8236848484849","675","","Cer-EODS(d14:0/13:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"10.5236848484849","10.8236848484849","675","","Cer-EODS(d14:0/13:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"10.5236848484849","10.8236848484849","675","","Cer-EODS(d14:0/13:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"10.5236848484849","10.8236848484849","675","","Cer-EODS(d14:0/13:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"10.5236848484849","10.8236848484849","675","","Cer-EODS(d14:0/13:1-O-17:2)+HCO2","748.6091","702.6036","454.3896","252.1969","265.2173","226.1813","183.1754","10.5236848484849","10.8236848484849","675"
"","Cer-EODS(d14:0/14:0-O-17:2)+HCO2",0,0,0,0,0,0,0,"11.4196181818182","11.7196181818182","210","","Cer-EODS(d14:0/14:0-O-17:2)+HCO2",0,0,0,0,0,0,0,"11.4196181818182","11.7196181818182","210","","Cer-EODS(d14:0/14:0-O-17:2)+HCO2",0,0,0,0,0,0,0,"11.4196181818182","11.7196181818182","210","","Cer-EODS(d14:0/14:0-O-17:2)+HCO2",0,0,0,0,0,0,0,"11.4196181818182","11.7196181818182","210","","Cer-EODS(d14:0/14:0-O-17:2)+HCO2",0,0,0,0,0,0,0,"11.4196181818182","11.7196181818182","210","","Cer-EODS(d14:0/14:0-O-17:2)+HCO2","764.6404","718.6349","470.4209","268.2282","265.2173","242.2126","183.1754","11.4196181818182","11.7196181818182","210"
