"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","OxPC","[M+HCO2]-","NL_CH3&HCO2","NL_Choline&HCO2","NL_T1Ketene&CH3&HCO2","NL_T2Ketene&CH3&HCO3","NL_T1RCOOH&CH3&HCO2","NL_T2RCOOH&CH3&HCO3","GlyceroPC_NLCH3&H2O","T1_RCOO-","T2_RCOO-","PC_NLCH3","Glycerol-3-phosphate_NLH2O","H2PO4-","PO3-","RT_min","RT_max","Comment","RT at Max Intensity","OxPC","[M+HCO2]-","NL_CH3&HCO2","NL_Choline&HCO2","NL_T1Ketene&CH3&HCO2","NL_T2Ketene&CH3&HCO3","NL_T1RCOOH&CH3&HCO2","NL_T2RCOOH&CH3&HCO3","GlyceroPC_NLCH3&H2O","T1_RCOO-","T2_RCOO-","PC_NLCH3","Glycerol-3-phosphate_NLH2O","H2PO4-","PO3-","RT_min","RT_max","Comment","Number of Scans","OxPC","[M+HCO2]-","NL_CH3&HCO2","NL_Choline&HCO2","NL_T1Ketene&CH3&HCO2","NL_T2Ketene&CH3&HCO3","NL_T1RCOOH&CH3&HCO2","NL_T2RCOOH&CH3&HCO3","GlyceroPC_NLCH3&H2O","T1_RCOO-","T2_RCOO-","PC_NLCH3","Glycerol-3-phosphate_NLH2O","H2PO4-","PO3-","RT_min","RT_max","Comment","Max Intensity","OxPC","[M+HCO2]-","NL_CH3&HCO2","NL_Choline&HCO2","NL_T1Ketene&CH3&HCO2","NL_T2Ketene&CH3&HCO3","NL_T1RCOOH&CH3&HCO2","NL_T2RCOOH&CH3&HCO3","GlyceroPC_NLCH3&H2O","T1_RCOO-","T2_RCOO-","PC_NLCH3","Glycerol-3-phosphate_NLH2O","H2PO4-","PO3-","RT_min","RT_max","Comment","Average m/z","OxPC","[M+HCO2]-","NL_CH3&HCO2","NL_Choline&HCO2","NL_T1Ketene&CH3&HCO2","NL_T2Ketene&CH3&HCO3","NL_T1RCOOH&CH3&HCO2","NL_T2RCOOH&CH3&HCO3","GlyceroPC_NLCH3&H2O","T1_RCOO-","T2_RCOO-","PC_NLCH3","Glycerol-3-phosphate_NLH2O","H2PO4-","PO3-","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","OxPC","[M+HCO2]-","NL_CH3&HCO2","NL_Choline&HCO2","NL_T1Ketene&CH3&HCO2","NL_T2Ketene&CH3&HCO3","NL_T1RCOOH&CH3&HCO2","NL_T2RCOOH&CH3&HCO3","GlyceroPC_NLCH3&H2O","T1_RCOO-","T2_RCOO-","PC_NLCH3","Glycerol-3-phosphate_NLH2O","H2PO4-","PO3-","RT_min","RT_max","Comment"
"","OxPC(10:0_10:1(CHO))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1.00125909090909","1.30125909090909","356","","OxPC(10:0_10:1(CHO))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1.00125909090909","1.30125909090909","356","","OxPC(10:0_10:1(CHO))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1.00125909090909","1.30125909090909","356","","OxPC(10:0_10:1(CHO))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1.00125909090909","1.30125909090909","356","","OxPC(10:0_10:1(CHO))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1.00125909090909","1.30125909090909","356","","OxPC(10:0_10:1(CHO))+HCO2","622.3362","562.31506","491.24156","408.17929","396.21567","390.16873","378.20511","224.06881","171.13907","183.10269","168.04314","152.99586","96.96964","78.95852","1.00125909090909","1.30125909090909","356"
"","OxPC(10:0_11:1(CHO))+HCO2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"1.25095606060606","1.55095606060606","256","","OxPC(10:0_11:1(CHO))+HCO2",1.427713,0,0,0,0,0,0,0,0,0,0,0,0,0,"1.25095606060606","1.55095606060606","256","","OxPC(10:0_11:1(CHO))+HCO2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"1.25095606060606","1.55095606060606","256","","OxPC(10:0_11:1(CHO))+HCO2",1705.969,0,0,0,0,0,0,0,0,0,0,0,0,0,"1.25095606060606","1.55095606060606","256","","OxPC(10:0_11:1(CHO))+HCO2",636.35,0,0,0,0,0,0,0,0,0,0,0,0,0,"1.25095606060606","1.55095606060606","256","","OxPC(10:0_11:1(CHO))+HCO2","636.35185","576.33071","505.25721","422.19494","396.21567","404.18438","378.20511","224.06881","171.13907","197.11834","168.04314","152.99586","96.96964","78.95852","1.25095606060606","1.55095606060606","256"
"","OxPC(10:0_11:2(CHO))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.85732878787879","1.15732878787879","454","","OxPC(10:0_11:2(CHO))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.85732878787879","1.15732878787879","454","","OxPC(10:0_11:2(CHO))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.85732878787879","1.15732878787879","454","","OxPC(10:0_11:2(CHO))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.85732878787879","1.15732878787879","454","","OxPC(10:0_11:2(CHO))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.85732878787879","1.15732878787879","454","","OxPC(10:0_11:2(CHO))+HCO2","634.3362","574.31506","503.24156","420.17929","396.21567","402.16873","378.20511","224.06881","171.13907","195.10269","168.04314","152.99586","96.96964","78.95852","0.85732878787879","1.15732878787879","454"
"","OxPC(10:0_12:1(CHO))+HCO2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"1.52206666666667","1.82206666666667","379","","OxPC(10:0_12:1(CHO))+HCO2",1.683694,0,0,0,0,0,0,0,0,0,0,0,0,0,"1.52206666666667","1.82206666666667","379","","OxPC(10:0_12:1(CHO))+HCO2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"1.52206666666667","1.82206666666667","379","","OxPC(10:0_12:1(CHO))+HCO2",1585.003,0,0,0,0,0,0,0,0,0,0,0,0,0,"1.52206666666667","1.82206666666667","379","","OxPC(10:0_12:1(CHO))+HCO2",650.366,0,0,0,0,0,0,0,0,0,0,0,0,0,"1.52206666666667","1.82206666666667","379","","OxPC(10:0_12:1(CHO))+HCO2","650.3675","590.34636","519.27286","436.21059","396.21567","418.20003","378.20511","224.06881","171.13907","211.13399","168.04314","152.99586","96.96964","78.95852","1.52206666666667","1.82206666666667","379"
"","OxPC(12:0_13:0(CHO))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1.17247666666667","1.47247666666667","1834","","OxPC(12:0_13:0(CHO))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1.17247666666667","1.47247666666667","1834","","OxPC(12:0_13:0(CHO))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1.17247666666667","1.47247666666667","1834","","OxPC(12:0_13:0(CHO))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1.17247666666667","1.47247666666667","1834","","OxPC(12:0_13:0(CHO))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1.17247666666667","1.47247666666667","1834","","OxPC(12:0_13:0(CHO))+HCO2","694.43009","634.40895","563.33545","452.24188","424.24697","434.23132","406.23641","224.06881","199.17037","227.16528","168.04314","152.99586","96.96964","78.95852","1.17247666666667","1.47247666666667","1834"
"","OxPC(12:0_7:1(CHO))+HCO2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.775422727272727","1.07542272727273","186","","OxPC(12:0_7:1(CHO))+HCO2",0.8926295,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.775422727272727","1.07542272727273","186","","OxPC(12:0_7:1(CHO))+HCO2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.775422727272727","1.07542272727273","186","","OxPC(12:0_7:1(CHO))+HCO2",1853.751,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.775422727272727","1.07542272727273","186","","OxPC(12:0_7:1(CHO))+HCO2",608.3182,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.775422727272727","1.07542272727273","186","","OxPC(12:0_7:1(CHO))+HCO2","608.32055","548.29941","477.22591","366.13234","424.24697","348.12178","406.23641","224.06881","199.17037","141.05574","168.04314","152.99586","96.96964","78.95852","0.775422727272727","1.07542272727273","186"
"","OxPC(12:0_8:1(CHO))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1.00125909090909","1.30125909090909","356","","OxPC(12:0_8:1(CHO))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1.00125909090909","1.30125909090909","356","","OxPC(12:0_8:1(CHO))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1.00125909090909","1.30125909090909","356","","OxPC(12:0_8:1(CHO))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1.00125909090909","1.30125909090909","356","","OxPC(12:0_8:1(CHO))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1.00125909090909","1.30125909090909","356","","OxPC(12:0_8:1(CHO))+HCO2","622.3362","562.31506","491.24156","380.14799","424.24697","362.13743","406.23641","224.06881","199.17037","155.07139","168.04314","152.99586","96.96964","78.95852","1.00125909090909","1.30125909090909","356"
"","OxPC(12:0_9:1(CHO))+HCO2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"1.25095606060606","1.55095606060606","256","","OxPC(12:0_9:1(CHO))+HCO2",1.427713,0,0,0,0,0,0,0,0,0,0,0,0,0,"1.25095606060606","1.55095606060606","256","","OxPC(12:0_9:1(CHO))+HCO2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"1.25095606060606","1.55095606060606","256","","OxPC(12:0_9:1(CHO))+HCO2",1705.969,0,0,0,0,0,0,0,0,0,0,0,0,0,"1.25095606060606","1.55095606060606","256","","OxPC(12:0_9:1(CHO))+HCO2",636.35,0,0,0,0,0,0,0,0,0,0,0,0,0,"1.25095606060606","1.55095606060606","256","","OxPC(12:0_9:1(CHO))+HCO2","636.35185","576.33071","505.25721","394.16364","424.24697","376.15308","406.23641","224.06881","199.17037","169.08704","168.04314","152.99586","96.96964","78.95852","1.25095606060606","1.55095606060606","256"
"","OxPC(12:0_9:2(CHO))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.85732878787879","1.15732878787879","454","","OxPC(12:0_9:2(CHO))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.85732878787879","1.15732878787879","454","","OxPC(12:0_9:2(CHO))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.85732878787879","1.15732878787879","454","","OxPC(12:0_9:2(CHO))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.85732878787879","1.15732878787879","454","","OxPC(12:0_9:2(CHO))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.85732878787879","1.15732878787879","454","","OxPC(12:0_9:2(CHO))+HCO2","634.3362","574.31506","503.24156","392.14799","424.24697","374.13743","406.23641","224.06881","199.17037","167.07139","168.04314","152.99586","96.96964","78.95852","0.85732878787879","1.15732878787879","454"
"","OxPC(12:0_10:1(CHO))+HCO2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"1.52206666666667","1.82206666666667","379","","OxPC(12:0_10:1(CHO))+HCO2",1.683694,0,0,0,0,0,0,0,0,0,0,0,0,0,"1.52206666666667","1.82206666666667","379","","OxPC(12:0_10:1(CHO))+HCO2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"1.52206666666667","1.82206666666667","379","","OxPC(12:0_10:1(CHO))+HCO2",1585.003,0,0,0,0,0,0,0,0,0,0,0,0,0,"1.52206666666667","1.82206666666667","379","","OxPC(12:0_10:1(CHO))+HCO2",650.366,0,0,0,0,0,0,0,0,0,0,0,0,0,"1.52206666666667","1.82206666666667","379","","OxPC(12:0_10:1(CHO))+HCO2","650.3675","590.34636","519.27286","408.17929","424.24697","390.16873","406.23641","224.06881","199.17037","183.10269","168.04314","152.99586","96.96964","78.95852","1.52206666666667","1.82206666666667","379"
"","OxPC(12:0_15:1(COOH))+HCO2",1,0,0,0,0,0,0,0,0,0,0,1,0,0,"3.77912272727273","4.07912272727273","310","","OxPC(12:0_15:1(COOH))+HCO2",3.969057,0,0,0,0,0,0,0,0,0,0,3.969057,3.969057,0,"3.77912272727273","4.07912272727273","310","","OxPC(12:0_15:1(COOH))+HCO2",1,0,0,0,0,0,0,0,0,0,0,1,1,0,"3.77912272727273","4.07912272727273","310","","OxPC(12:0_15:1(COOH))+HCO2",11127.61,0,0,0,0,0,0,0,0,0,0,5621.123,605.599,0,"3.77912272727273","4.07912272727273","310","","OxPC(12:0_15:1(COOH))+HCO2",736.4424,0,0,0,0,0,0,0,0,0,0,152.9958,96.96992,0,"3.77912272727273","4.07912272727273","310","","OxPC(12:0_15:1(COOH))+HCO2","736.44067","676.41953","605.34603","494.25246","424.24697","476.2419","406.23641","224.06881","199.17037","269.17586","168.04314","152.99586","96.96964","78.95852","3.77912272727273","4.07912272727273","310"
"","OxPC(12:0_16:1(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxPC(12:0_16:1(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxPC(12:0_16:1(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxPC(12:0_16:1(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxPC(12:0_16:1(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxPC(12:0_16:1(COOH))+HCO2","750.45632","690.43518","619.36168","508.26811","424.24697","490.25755","406.23641","224.06881","199.17037","283.19151","168.04314","152.99586","96.96964","78.95852","4.23709393939394","4.53709393939394","1287"
"","OxPC(12:0_16:3(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3.71538181818182","4.01538181818182","3056","","OxPC(12:0_16:3(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3.71538181818182","4.01538181818182","3056","","OxPC(12:0_16:3(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3.71538181818182","4.01538181818182","3056","","OxPC(12:0_16:3(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3.71538181818182","4.01538181818182","3056","","OxPC(12:0_16:3(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3.71538181818182","4.01538181818182","3056","","OxPC(12:0_16:3(COOH))+HCO2","746.42502","686.40388","615.33038","504.23681","424.24697","486.22625","406.23641","224.06881","199.17037","279.16021","168.04314","152.99586","96.96964","78.95852","3.71538181818182","4.01538181818182","3056"
